Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2tUBqZG2AbRi7Q0BIrVrEj,"6XpaIBNiVzIetEPCWDvAFP","I Wanna Dance with Somebody (Who Loves Me)","Whitney","Whitney Houston",1987-06-02,291293,84,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop",0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4
7BqBn9nzAq8spo5e7cZ0dJ,"0du5cEVh5yTK9QJze8zA0C","Just the Way You Are","Doo-Wops & Hooligans","Bruno Mars",2010-10-05,220734,84,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop",0.635,0.841,5,-5.379,1,0.0422,0.0134,0,0.0622,0.424,109.021,4
0JbSghVDghtFEurrSO8JrC,"0BvkDsjIUla7X0k6CSWh1I","Country Girl (Shake It For Me)","Tailgates & Tanlines","Luke Bryan",2011-01-01,225560,75,spotify:user:,2024-02-13T21:04:18Z,"contemporary country,country,country road,modern country rock",0.644,0.904,2,-4.532,1,0.0464,0.0295,0,0.0834,0.672,105.969,4
754kgU5rWscRTfvlsuEwFp,"0lJlKQvuM2Sd9DPPyUXcHg","Kiss Me","Sixpence None the Richer","Sixpence None The Richer",1997-11-22,208680,83,spotify:user:,2024-02-13T21:04:18Z,"lilith,pop rock",0.526,0.749,3,-6.964,1,0.0283,0.023,0.00000176,0.0692,0.421,99.982,4
6I9VzXrHxO9rA9A5euc8Ak,"26dSoYclwsYLMAKD3tpOr4","Toxic","In The Zone","Britney Spears",2003-11-13,198800,85,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop",0.774,0.838,5,-3.914,0,0.114,0.0249,0.025,0.242,0.924,143.04,4
0HPD5WQqrq7wPWR7P7Dw1i,"6LqNN22kT3074XbTVUrhzX","TiK ToK","Animal (Expanded Edition)","Kesha",2010-01-01,199693,85,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop",0.755,0.837,2,-2.718,0,0.142,0.0991,0,0.289,0.714,120.028,4
3SnGymj6ijE2iuUfWxLo1q,"3MdG05syQeRYPPcClLaUGl","I'm Coming Out","Diana","Diana Ross",1980-05-22,323346,71,spotify:user:,2024-02-13T21:04:18Z,"adult standards,disco,motown,quiet storm,soft rock,soul",0.72,0.828,5,-9.211,1,0.0462,0.185,0.429,0.0839,0.768,110.071,4
62bOmKYxYg7dhrC6gH9vFn,"6Ff53KvcvAj5U7Z1vojB5o","Bye Bye Bye","No Strings Attached","*NSYNC",2000-03-21,200400,75,spotify:user:,2024-02-13T21:04:18Z,"boy band,dance pop,pop",0.61,0.926,8,-4.843,0,0.0479,0.031,0.0012,0.0821,0.861,172.638,4
49OMJ1prsRA7ZYgrAjz70c,"1LZEQNv7sE11VDY3SdxQeN","More Than A Woman","Greatest","Bee Gees",1979-01-01,197213,79,spotify:user:,2024-02-13T21:04:18Z,"disco,mellow gold,soft rock",0.632,0.683,7,-6.434,1,0.0385,0.163,0.00013,0.847,0.701,105.959,4
7tqhbajSfrz2F7E1Z75ASX,"3koiLjNrgRTNbOwViDipeA,75jNCko3SnEMI5gwGqrbb8","Ain't No Mountain High Enough","United","Marvin Gaye,Tammi Terrell",1967-08-29,151666,84,spotify:user:,2024-02-13T21:04:18Z,"classic soul,motown,neo soul,northern soul,quiet storm,soul,southern soul",0.663,0.6,7,-10.87,1,0.032,0.43,0,0.184,0.797,129.987,4
3MjUtNVVq3C8Fn0MP3zhXa,"26dSoYclwsYLMAKD3tpOr4","...Baby One More Time","...Baby One More Time (Digital Deluxe Version)","Britney Spears",1999-01-12,211066,83,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop",0.759,0.699,0,-5.745,0,0.0307,0.202,0.000131,0.443,0.907,92.96,4
3N4DI1vuTSX1tz7fa2NQZw,"6Q192DXotxtaysaqNPy5yR","Rehab","Back To Black (Deluxe Edition)","Amy Winehouse",2006,214946,78,spotify:user:,2024-02-13T21:04:18Z,"british soul,neo soul",0.407,0.558,0,-13.609,1,0.0552,0.0537,0.00000142,0.34,0.777,71.815,4
4w1lzcaoZ1IC2K5TwjalRP,"5ILrArfIV0tMURcHJN8Q07","A Thousand Miles","Be Not Nobody","Vanessa Carlton",2002-04-30,237493,78,spotify:user:,2024-02-13T21:04:18Z,"lilith,neo mellow,piano rock,pop rock,post-teen pop",0.56,0.825,11,-3.862,1,0.0379,0.323,0,0.161,0.268,94.931,4
1zwMYTA5nlNjZxYrvBB2pV,"4dpARuHxo51G3z768sgnrY","Someone Like You","21","Adele",2011-01-24,285240,78,spotify:user:,2024-02-13T21:04:18Z,"british soul,pop,pop soul,uk pop",0.556,0.319,9,-8.251,1,0.0281,0.893,0,0.0996,0.294,135.187,4
73q3FpQVXWk5eSUnyo83E4,"6Ff53KvcvAj5U7Z1vojB5o","Tearin' up My Heart - Radio Edit","'N Sync UK Version","*NSYNC",1997,209400,67,spotify:user:,2024-02-13T21:04:18Z,"boy band,dance pop,pop",0.687,0.918,7,-4.676,1,0.0392,0.00211,0.0000126,0.344,0.747,110.06,4
0xmjwnQ3FNE6HuWCt2nHdZ,"1yxSLGMDHlW21z4YXirZDS","Where Is The Love?","Elephunk","Black Eyed Peas",2003-06-24,272533,81,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop,pop rap",0.834,0.699,5,-3.222,1,0.178,0.111,0,0.131,0.809,94.086,4
4bPQs0PHn4xbipzdPfn6du,"20JZFwl6HVl6yg8a4H3ZqK","I Write Sins Not Tragedies","A Fever You Can't Sweat Out","Panic! At The Disco",2005-09-27,186634,73,spotify:user:,2024-02-13T21:04:18Z,"modern rock,pop",0.569,0.83,9,-4.106,0,0.14,0.0807,0,0.114,0.609,170.094,4
0ofHAoxe9vBkTCp2UQIavz,"08GQAI4eElDnROBrJRGE0X","Dreams - 2004 Remaster","Rumours (Super Deluxe)","Fleetwood Mac",1977-02-04,257800,86,spotify:user:,2024-02-13T21:04:18Z,"album rock,classic rock,rock,soft rock,yacht rock",0.828,0.492,0,-9.744,1,0.0276,0.0644,0.00428,0.128,0.789,120.151,4
25FTMokYEbEWHEdss5JLZS,"4mYFgEjpQT4IKOrjOUKyXu","Teenage Dirtbag","Wheatus","Wheatus",1999-02-15,241666,78,spotify:user:,2024-02-13T21:04:18Z,"pop rock",0.625,0.85,4,-3.904,1,0.0495,0.346,0.000233,0.174,0.633,94.661,4
1p80LdxRV74UKvL8gnD7ky,"06HL4z0CvFAxyc27GXpf02","Blank Space","1989","Taylor Swift",2014-10-27,231826,73,spotify:user:,2024-02-13T21:04:18Z,"pop",0.753,0.678,5,-5.421,1,0.0644,0.085,0.00000164,0.13,0.583,96.006,4
5LxvwujISqiB8vpRYv887S,"2iE18Oxc8YSumAU232n4rW","I Want You Back","Diana Ross Presents The Jackson 5","The Jackson 5",1969-12-18,176333,79,spotify:user:,2024-02-13T21:04:18Z,"motown,soul",0.469,0.538,8,-13.559,1,0.0575,0.305,0.000114,0.37,0.885,196.606,4
5s7m2xNZWgz5FqVSIvJcGA,"0oBEeN6BCxEgMogzThqrPf","Save a Horse (Ride a Cowboy)","Horse of a Different Color","Big & Rich",2004-04-20,200306,71,spotify:user:,2024-02-13T21:04:18Z,"contemporary country,country,country road",0.7,0.896,2,-2.276,1,0.191,0.108,0,0.453,0.817,102.065,4
3TGRqZ0a2l1LRblBkJoaDx,"6sFIWsNpZYqfjUpaCgueju","Call Me Maybe","Kiss (Deluxe)","Carly Rae Jepsen",2012-01-01,193400,73,spotify:user:,2024-02-13T21:04:18Z,"canadian pop,dance pop,pop",0.782,0.58,7,-6.548,1,0.0407,0.0114,0.00000228,0.108,0.66,120.021,4
5R8dQOPq8haW94K7mgERlO,"1HY2Jd0NmPuamShAr6KMms","Poker Face","The Fame","Lady Gaga",2008-01-01,237200,78,spotify:user:,2024-02-13T21:04:18Z,"art pop,dance pop,pop",0.851,0.806,4,-4.618,1,0.0787,0.119,0.00000172,0.121,0.774,119.001,4
1Je1IMUlBXcx1Fz0WE7oPT,"0uq5PttqEjj3IH1bzwcrXF","Wannabe","Spice","Spice Girls",1996-01-01,173026,81,spotify:user:,2024-02-13T21:04:18Z,"dance pop,girl group,pop",0.768,0.864,11,-6.149,1,0.0324,0.101,0,0.162,0.891,110.009,4
6Qyc6fS4DsZjB2mRW9DsQs,"2sil8z5kiy4r76CRTXxBCA","Iris","Dizzy up the Girl","The Goo Goo Dolls",1998-09-11,289533,86,spotify:user:,2024-02-13T21:04:18Z,"neo mellow,permanent wave,pop rock,post-grunge",0.315,0.715,11,-8.072,0,0.0362,0.00125,0.00000797,0.0942,0.497,155.925,3
5wANPM4fQCJwkGd4rN57mH,"1McMsnEElThX1knmY4oliG","drivers license","SOUR","Olivia Rodrigo",2021-05-21,242013,85,spotify:user:,2024-02-13T21:04:18Z,"pop",0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
0Dw9z44gXhplDh5HCWZIxP,"6ogn9necmbUdCppmNnGOdi","You Oughta Know","Jagged Little Pill","Alanis Morissette",1995-06-09,249200,57,spotify:user:,2024-02-13T21:04:18Z,"canadian pop,canadian singer-songwriter,lilith,neo mellow,pop rock,singer-songwriter",0.66,0.831,4,-8.195,1,0.0557,0.204,0,0.736,0.43,105.32,4
3YKptz29AsOlm7WAVnztBh,"5GtMEZEeFFsuHY8ad4kOxv","Kiss from a Rose","Seal","Seal",1994-05-31,288426,74,spotify:user:,2024-02-13T21:04:18Z,"british soul,new wave pop",0.584,0.533,10,-7.11,0,0.0305,0.684,0,0.306,0.224,131.745,3
5FMXrphygZ4z3gVDHGWxgl,"3alW3LYQS8K29z8C8NSLIX","Copacabana (At the Copa)","Dance Vault Mixes - Copacabana (At The Copa)","Barry Manilow",2006-09-12,236760,69,spotify:user:,2024-02-13T21:04:18Z,"adult standards,mellow gold,soft rock,yacht rock",0.606,0.899,7,-6.412,0,0.0758,0.333,0.000102,0.0754,0.66,116.735,4
3CeCwYWvdfXbZLXFhBrbnf,"06HL4z0CvFAxyc27GXpf02","Love Story (Taylor’s Version)","Love Story (Taylor’s Version)","Taylor Swift",2021-02-12,235766,80,spotify:user:,2024-02-13T21:04:18Z,"pop",0.626,0.79,2,-4.302,1,0.0311,0.135,0.00000397,0.0989,0.416,119.082,4
6RANU8AS5ICU5PEHh8BYtH,"7guDJrEfX3qb6FEbdPA5qi","Isn't She Lovely","Songs In The Key Of Life","Stevie Wonder",1976-09-28,394266,64,spotify:user:,2024-02-13T21:04:18Z,"motown,soul",0.481,0.826,1,-6.974,0,0.0851,0.182,0.00352,0.324,0.819,118.679,4
7L3b6iaVhDVjfo52Hbvh9Z,"7crPfGd2k81ekOoSqQKWWz","Edge of Seventeen - 2016 Remaster","Bella Donna (2016 Remastered)","Stevie Nicks",1981-07-27,329413,74,spotify:user:,2024-02-13T21:04:18Z,"heartland rock",0.591,0.804,0,-7.299,1,0.0454,0.327,0.00000598,0.0818,0.658,111.457,4
4lCv7b86sLynZbXhfScfm2,"6jJ0s89eD6GaHleKKya26X","Firework","Teenage Dream: The Complete Confection","Katy Perry",2012-03-12,227880,70,spotify:user:,2024-02-13T21:04:18Z,"pop",0.639,0.826,8,-4.968,1,0.0479,0.139,0,0.0803,0.648,124.075,4
6sxptembJVty4sNtcPMAVz,"5e4Dhzv426EvQe3aDb64jL","Man! I Feel Like A Woman!","Come On Over","Shania Twain",1997-11-04,234493,72,spotify:user:,2024-02-13T21:04:18Z,"canadian country,canadian pop,contemporary country,country,country dawn",0.677,0.639,10,-7.527,1,0.0358,0.577,0,0.278,0.673,124.943,4
5RsUlxLto4NZbhJpqJbHfN,"6IFXsrXBpwbIqtOUOiAa3p","Jessie's Girl","Working Class Dog","Rick Springfield",1981-03-13,194120,73,spotify:user:,2024-02-13T21:04:18Z,"album rock,australian rock,classic rock,glam metal,hard rock,heartland rock,mellow gold,new romantic,new wave pop,soft rock,yacht rock",0.727,0.834,2,-5.851,1,0.0496,0.165,0,0.105,0.816,131.7,4
33iv3wnGMrrDugd7GBso1z,"5mgr0FFpvy267wKVAYg8qp","My Own Worst Enemy","A Place In The Sun","Lit",1999-02-22,169026,73,spotify:user:,2024-02-13T21:04:18Z,"alternative metal,nu metal,pop punk,pop rock,socal pop punk",0.494,0.946,4,-2.757,1,0.0637,0.00129,0,0.398,0.741,103.408,4
1Jj6MF0xDOMA3Ut2Z368Bx,"2BTZIqw0ntH9MvilQ3ewNY","Time After Time","She's So Unusual: A 30th Anniversary Celebration (Deluxe Edition)","Cyndi Lauper",2014-03-28,243066,69,spotify:user:,2024-02-13T21:04:18Z,"dance pop,new wave pop,permanent wave,soft rock",0.724,0.436,0,-9.321,1,0.0282,0.576,0.00000119,0.0908,0.324,130.439,4
2H1047e0oMSj10dgp7p2VG,"1yxSLGMDHlW21z4YXirZDS","I Gotta Feeling","THE E.N.D. (THE ENERGY NEVER DIES)","Black Eyed Peas",2009-01-01,289133,76,spotify:user:,2024-02-13T21:04:18Z,"dance pop,pop,pop rap",0.744,0.766,0,-6.375,1,0.0265,0.0873,0,0.509,0.61,127.966,4
42et6fnHCw1HIPSrdPprMl,"6TcnmlCSxihzWOQJ8k0rNS","Semi-Charmed Life","Third Eye Blind","Third Eye Blind",1997-04-08,268360,76,spotify:user:,2024-02-13T21:04:18Z,"alternative metal,alternative rock,pop rock,post-grunge",0.64,0.864,7,-6.576,1,0.0314,0.00832,0,0.123,0.701,102.026,4
1u0l8zWpQeMYStFkc2mLD7,"5rScKX1Sh1U67meeUyTGwk","Everywhere","The Spirit Room","Michelle Branch",2001-07-31,214826,66,spotify:user:,2024-02-13T21:04:18Z,"candy pop,lilith,neo mellow,pop rock",0.523,0.828,1,-4.696,1,0.0762,0.0136,0.000255,0.165,0.476,96.952,4
5HCyWlXZPP0y6Gqq8TgA20,"2tIP7SsRs7vjIcLrU85W8J,1uNFoZAHBGtllmzznpCI3s","STAY (with Justin Bieber)","STAY (with Justin Bieber)","The Kid LAROI,Justin Bieber",2021-07-09,141805,82,spotify:user:,2024-02-13T21:04:18Z,"australian hip hop,canadian pop,pop",0.591,0.764,1,-5.484,1,0.0483,0.0383,0,0.103,0.478,169.928,4
2JoZzpdeP2G6Csfdq5aLXP,"1LZEQNv7sE11VDY3SdxQeN","How Deep Is Your Love","Greatest","Bee Gees",1979-01-01,245200,78,spotify:user:,2024-02-13T21:04:18Z,"disco,mellow gold,soft rock",0.633,0.357,5,-9.366,0,0.0264,0.107,0,0.133,0.672,104.938,4
4ZtFanR9U6ndgddUvNcjcG,"1McMsnEElThX1knmY4oliG","good 4 u","SOUR","Olivia Rodrigo",2021-05-21,178146,84,spotify:user:,2024-02-13T21:04:18Z,"pop",0.563,0.664,9,-5.044,1,0.154,0.335,0,0.0849,0.688,166.928,4
4cluDES4hQEUhmXj6TXkSo,"4AK6F7OLvEQ5QYCBNiQWHq","What Makes You Beautiful","Up All Night","One Direction",2012-05-25,199986,86,spotify:user:,2024-02-13T21:04:18Z,"boy band,pop,post-teen pop,talent show",0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,4
4y1LsJpmMti1PfRQV9AWWe,"2BTZIqw0ntH9MvilQ3ewNY","Girls Just Want to Have Fun","She's So Unusual","Cyndi Lauper",1983-10-14,238266,85,spotify:user:,2024-02-13T21:04:18Z,"dance pop,new wave pop,permanent wave,soft rock",0.71,0.799,6,-4.897,1,0.0328,0.22,0.000602,0.349,0.725,120.372,4
47BBI51FKFwOMlIiX6m8ya,"5rSXSAkZ67PYJSvpUpkOr7","I Want It That Way","Millennium","Backstreet Boys",1999-05-18,213306,83,spotify:user:,2024-02-13T21:04:18Z,"boy band,dance pop,pop",0.689,0.694,6,-5.83,0,0.027,0.257,0,0.148,0.482,99.039,4
0ntQJM78wzOLVeCUAW7Y45,"2qk9voo8llSGYcZ6xrBzKx","Sex on Fire","Only By The Night","Kings of Leon",2008-09-23,203346,85,spotify:user:,2024-02-13T21:04:18Z,"modern rock,rock",0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,4
003vvx7Niy0yvhvHt4a68B,"0C0XlULifJtAgn6ZNCW2eu","Mr. Brightside","Hot Fuss","The Killers",2004,222973,87,spotify:user:,2024-02-13T21:04:18Z,"alternative rock,dance rock,modern rock,permanent wave,rock",0.352,0.911,1,-5.23,1,0.0747,0.00121,0,0.0995,0.236,148.033,4
3wpLkju0bJy89kjgdRys0j,"4QQgXkCYTt3BlENzhyNETg","September","The Essential Earth, Wind & Fire","Earth, Wind & Fire",2014-03-25,215080,61,spotify:user:,2024-02-13T21:04:18Z,"disco,funk,jazz funk,soul",0.694,0.831,9,-7.288,1,0.0301,0.165,0.000892,0.25,0.98,125.901,4
5cZqsjVs6MevCnAkasbEOX,"165ZgPlLkK7bf5bDoFc6Sb","Break Stuff","Significant Other","Limp Bizkit",1999,166706,82,spotify:user:,2024-02-13T21:04:18Z,"alternative metal,funk metal,nu metal,post-grunge,rap metal,rock",0.432,0.884,8,-6.657,1,0.128,0.0128,0.000457,0.166,0.619,108.835,4
7L93GESzq43UkKUt5FsOCq,"0AuW7OCyKfFrsMbtHrYgIV","Jump Around - 30 Years Remaster","House of Pain (Fine Malt Lyrics) [30 Years] [Deluxe Edition]","House Of Pain",2022-07-22,218546,76,spotify:user:,2024-02-13T21:04:18Z,"gangster rap,hip hop,rap rock,west coast rap",0.811,0.823,4,-5.921,0,0.0423,0.0553,0.00000452,0.158,0.827,106.929,4
4agp6oHofabdUedr0B1krj,"0nyc9SZGLITSOJASmTZsnZ","Steal My Sunshine","You Can't Stop The Bum Rush","LEN",1999-05-25,265533,62,spotify:user:,2024-02-13T21:04:18Z,"canadian rock",0.412,0.829,4,-11.112,1,0.529,0.394,0,0.108,0.677,191.476,4
0GjEhVFGZW8afUYGChu3Rr,"0LcJLqbBmaGUft1e9Mm8HV","Dancing Queen","Arrival","ABBA",1976,230400,85,spotify:user:,2024-02-13T21:04:18Z,"europop,swedish pop",0.543,0.87,9,-6.514,1,0.0428,0.358,0.000939,0.792,0.754,100.804,4
