Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
5qII2n90lVdPDcgXEEVHNy,"04gDigrS5kc9YWfZHwBETP","Sunday Morning","Songs About Jane: 10th Anniversary Edition","Maroon 5",2002,244880,76,spotify:user:,1970-01-01T00:00:00Z,"pop",0.608,0.768,0,-5.227,1,0.0475,0.0913,0,0.0629,0.809,88.059,4
1hGy2eLcmC8eKx7qr1tOqx,"6S0dmVVn4udvppDhZIWxCr","Beautiful Girls","Beautiful Girls","Sean Kingston",2007-07-23,225373,79,spotify:user:,1970-01-01T00:00:00Z,"dance pop,miami hip hop,pop",0.762,0.661,1,-6.075,0,0.0687,0.15,0,0.256,0.769,130.009,4
23TF8JBTBGhysLnSIQXaAw,"1Y8cdNmUJH7yBTd9yOvr5i","Brown Eyes","Survivor","Destiny's Child",2001-01-01,276093,50,spotify:user:,1970-01-01T00:00:00Z,"dance pop,girl group,pop,r&b,urban contemporary",0.566,0.573,5,-7.21,1,0.0436,0.25,0,0.0723,0.313,116.067,4
3xVZYkcuWalGudeKl861wb,"0du5cEVh5yTK9QJze8zA0C,3jK9MiCrA42lLAdMGUZpwa,6PvvGcCY2XtUcSRld1Wilr","Smokin Out The Window","An Evening With Silk Sonic","Bruno Mars,Anderson .Paak,Silk Sonic",2021-11-11,197442,73,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop,escape room,hip hop,indie soul,neo soul",0.627,0.618,2,-8.529,1,0.0437,0.0558,0,0.351,0.848,82.03,4
2cxcqKwQtfKq7giphxjzOu,"1Y5vJqABeI6QI6R95EDV6o","晩餐歌","晩餐歌","tuki.",2023-09-29,215853,78,spotify:user:,1970-01-01T00:00:00Z,"",0.649,0.641,8,-4.665,1,0.0251,0.433,0,0.11,0.63,102.983,4
4nTjkWK590oBDcnIxTr1mI,"1uNFoZAHBGtllmzznpCI3s","Favorite Girl","My World","Justin Bieber",2009-01-01,256799,77,spotify:user:,1970-01-01T00:00:00Z,"canadian pop,pop",0.58,0.681,7,-4.469,1,0.0435,0.0468,0,0.104,0.633,176.042,4
7MYmo0JJJDmu4MZTSAF9y3,"6O74knDqdv3XaWtkII7Xjp","On Bended Knee","II","Boyz II Men",1994-01-01,329800,57,spotify:user:,1970-01-01T00:00:00Z,"boy band,contemporary r&b,new jack swing,r&b,urban contemporary",0.631,0.516,8,-8.225,1,0.0353,0.413,0,0.115,0.18,116.655,4
6etwirSInfuJrSOlogS6Sh,"5T0MSzX9RC5NA6gAI6irSn,5K4W6rqBFWDnAN6FQUkS6x","American Boy","Shine","Estelle,Kanye West",2008-03-28,284733,79,spotify:user:,1970-01-01T00:00:00Z,"neo soul,r&b,chicago rap,hip hop,rap",0.693,0.729,0,-2.99,1,0.378,0.171,0,0.07,0.521,117.848,4
1oHNvJVbFkexQc0BpQp7Y4,"0hCNtLu0JehylgoiP8L4Gh","Starships","Pink Friday ... Roman Reloaded","Nicki Minaj",2011-01-01,210626,75,spotify:user:,1970-01-01T00:00:00Z,"hip pop,pop,queens hip hop,rap",0.747,0.716,11,-2.457,0,0.0751,0.135,0,0.251,0.751,125.006,4
6nLvaCZFR1wEzW3sIKpsnr,"6Q192DXotxtaysaqNPy5yR","Valerie - Live At BBC Radio 1 Live Lounge, London / 2007","Back To Black (Deluxe Edition)","Amy Winehouse",2006,233733,78,spotify:user:,1970-01-01T00:00:00Z,"british soul,neo soul",0.772,0.371,5,-5.743,0,0.0348,0.745,0,0.167,0.684,96.574,4
3AjyOYxBv8bByfBtG5o9dP,"5YGY8feqx7naU7z4HrwZM6","See You Again","Meet Miley Cyrus","Miley Cyrus",2007-06-26,190453,69,spotify:user:,1970-01-01T00:00:00Z,"pop",0.692,0.911,9,-5.098,0,0.177,0.015,0.0000771,0.112,0.8,138.975,4
7FOgcfdz9Nx5V9lCNXdBYv,"7GlBOeep6PqTfFi59PTUUN","Red Wine Supernova","The Rise and Fall of a Midwest Princess","Chappell Roan",2023-09-22,192720,84,spotify:user:,1970-01-01T00:00:00Z,"indie pop,springfield mo indie",0.657,0.82,9,-4.448,1,0.0441,0.0176,0,0.0847,0.709,124.041,4
5Z0UnEtpLDQyYlWwgi8m9C,"2FXC3k01G6Gw61bmprjgqS","Too Sweet","Unreal Unearth: Unheard","Hozier",2024-03-22,251424,90,spotify:user:,1970-01-01T00:00:00Z,"irish singer-songwriter,modern rock,pov: indie",0.741,0.62,10,-5.505,1,0.0412,0.0295,0.000809,0.0398,0.934,117.038,4
6PNvv1dmDbOWrAYwEcuKBX,"3g2kUQ6tHLLbmkV7T4GPtL","Criminal","Tidal","Fiona Apple",1996-07-23,341533,65,spotify:user:,1970-01-01T00:00:00Z,"art pop,chamber pop,dark pop,lilith,permanent wave,piano rock,singer-songwriter",0.595,0.804,7,-7.911,0,0.0326,0.0129,0.0000197,0.299,0.586,89.846,4
4rMNgxEwGWoPHIUcvB5BrB,"0du5cEVh5yTK9QJze8zA0C","It Will Rain","It Will Rain","Bruno Mars",2011-09-27,257847,65,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop",0.574,0.824,2,-6.885,1,0.0463,0.359,0,0.0816,0.434,149.981,4
0mHk41X0RRc6pqrcq1gQAr,"6JL8zeS1NmiOftqZTRgdTz,33qOK5uJ8AR2xuQQAhHump","Bad For Me (feat. Teddy Swims)","Takin' It Back","Meghan Trainor,Teddy Swims",2022-10-21,213283,67,spotify:user:,1970-01-01T00:00:00Z,"hip pop,pop",0.669,0.577,0,-4.573,1,0.046,0.348,0,0.155,0.307,87.899,4
3rLIv187BhjyweFe89SgLn,"1uNFoZAHBGtllmzznpCI3s","Somebody To Love","My World 2.0","Justin Bieber",2010-01-01,220920,72,spotify:user:,1970-01-01T00:00:00Z,"canadian pop,pop",0.714,0.833,5,-5.239,1,0.0259,0.00249,0,0.298,0.663,129.964,4
2tUBqZG2AbRi7Q0BIrVrEj,"6XpaIBNiVzIetEPCWDvAFP","I Wanna Dance with Somebody (Who Loves Me)","Whitney","Whitney Houston",1987-06-02,291293,84,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop",0.709,0.824,1,-8.824,1,0.0453,0.207,0.000307,0.0888,0.867,118.818,4
02XnQdf7sipaKBBHixz3Zp,"1HY2Jd0NmPuamShAr6KMms","Paparazzi","The Fame","Lady Gaga",2008-01-01,208306,77,spotify:user:,1970-01-01T00:00:00Z,"art pop,dance pop,pop",0.762,0.692,5,-3.973,0,0.0437,0.112,0,0.094,0.397,114.903,4
4E6cwWJWZw2zWf7VFbH7wf,"2Sqr0DXoaYABbjBo9HaMkM","Love Song","Little Voice","Sara Bareilles",2007-07-03,258826,74,spotify:user:,1970-01-01T00:00:00Z,"acoustic pop,ectofolk,lilith,neo mellow,pop rock,post-teen pop",0.583,0.786,2,-3.142,0,0.0301,0.0208,0,0.188,0.573,123.055,4
4vVTI94F9uJ8lHNDWKv0i2,"6S0dmVVn4udvppDhZIWxCr,1uNFoZAHBGtllmzznpCI3s","Eenie Meenie","Eenie Meenie","Sean Kingston,Justin Bieber",2010-03-23,201946,80,spotify:user:,1970-01-01T00:00:00Z,"dance pop,miami hip hop,pop,canadian pop",0.72,0.607,1,-4.168,1,0.0322,0.0543,0,0.113,0.828,121.223,4
3jS7bB0oXVOwGFZn3aE5NV,"6ogn9necmbUdCppmNnGOdi","You Oughta Know - 2015 Remaster","Jagged Little Pill (2015 Remaster)","Alanis Morissette",1995,249493,69,spotify:user:,1970-01-01T00:00:00Z,"canadian pop,canadian singer-songwriter,lilith,neo mellow,pop rock,singer-songwriter",0.665,0.834,4,-7.737,1,0.0576,0.21,0,0.452,0.411,105.292,4
0eqH0ALoDQevq59YcQ53KE,"4yiQZ8tQPux8cPriYMWUFP","Hollaback Girl","Love Angel Music Baby","Gwen Stefani",2004-11-22,199853,72,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
2b29qJRy4asbQNFjPO96XC,"6nzxy2wXs6tLgzEtqOkEi2","For You I Will","The Boy Is Mine","Monica",1998-07-13,294866,57,spotify:user:,1970-01-01T00:00:00Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.652,0.473,0,-7.981,0,0.0313,0.243,0,0.134,0.368,123.208,4
71OvX5NNLrmz7rpq1ANTQn,"6vWDO969PvNqNYHIOW5v0m","Daddy Lessons","Lemonade","Beyoncé",2016-04-23,287986,66,spotify:user:,1970-01-01T00:00:00Z,"pop,r&b",0.643,0.503,7,-8.37,1,0.216,0.273,0,0.349,0.598,90.886,4
02VBYrHfVwfEWXk5DXyf0T,"0du5cEVh5yTK9QJze8zA0C,3jK9MiCrA42lLAdMGUZpwa,6PvvGcCY2XtUcSRld1Wilr","Leave The Door Open","An Evening With Silk Sonic","Bruno Mars,Anderson .Paak,Silk Sonic",2021-11-11,242096,80,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop,escape room,hip hop,indie soul,neo soul",0.586,0.616,5,-7.964,1,0.0324,0.182,0,0.0927,0.719,148.088,4
4vDBJeeQCbhP9FaPPMsYkY,"7oPgCQqMMXEXrNau5vxYZP","Give Me One Reason","New Beginning","Tracy Chapman",1995-10-31,268333,72,spotify:user:,1970-01-01T00:00:00Z,"folk,lilith,singer-songwriter,women's music",0.608,0.419,11,-10.016,1,0.0331,0.602,0.00000758,0.108,0.602,100.22,4
4PFAm88FBkY7IFtvCaGctZ,"3BmGtnKgCSGYIUhmivXKWX","Breakaway","Breakaway","Kelly Clarkson",2004,237000,64,spotify:user:,1970-01-01T00:00:00Z,"dance pop,pop,talent show",0.268,0.716,9,-4.151,0,0.0337,0.0421,0.00000988,0.108,0.393,160.008,3
35FrSEASDKsZnStrgnT4vp,"3X458ddYA2YcVWuVIGGOYe","Un-Break My Heart","Secrets (Remix Package)","Toni Braxton",1996,270466,61,spotify:user:,1970-01-01T00:00:00Z,"contemporary r&b,dance pop,r&b,urban contemporary",0.634,0.422,11,-8.472,0,0.0274,0.401,0,0.116,0.125,109.953,4
